adults,children,stays_in_weekend_nights,stays_in_week_nights,meal,required_car_parking_spaces,reserved_room_type,lead_time,arrival_date_year,arrival_date_month,arrival_date_day_of_month,market_segment,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,adr,total_of_special_requests,reservation_status,faixa_preco
2,0.0,2,2,SC,0,A,119,2017,June,11,Online TA,0,0,0,126.0,0,Check-Out,Premium
2,0.0,0,2,BB,0,D,46,2017,June,13,Online TA,0,0,0,150.0,2,Check-Out,Luxo
1,0.0,2,2,SC,0,A,21,2017,June,11,Online TA,0,0,0,109.0,1,Check-Out,Premium
2,0.0,1,2,SC,0,A,67,2017,June,12,Online TA,0,0,0,95.76,1,Check-Out,Padrão
2,0.0,0,2,BB,0,A,6,2017,June,13,Online TA,0,0,0,99.0,0,Check-Out,Premium
1,0.0,0,2,BB,0,A,31,2017,June,13,Online TA,0,0,0,140.0,2,Check-Out,Luxo
2,0.0,1,2,BB,0,A,30,2017,June,12,Direct,0,0,0,161.67,3,Check-Out,Luxo
2,0.0,2,5,SC,0,A,41,2017,June,8,Online TA,0,0,0,125.71,1,Check-Out,Premium
2,0.0,1,2,SC,0,A,117,2017,June,12,Online TA,0,0,0,126.0,0,Check-Out,Premium
2,0.0,2,2,SC,0,A,17,2017,June,11,Online TA,0,0,0,109.0,1,Check-Out,Premium
2,0.0,2,3,BB,0,D,1,2017,June,10,Online TA,0,0,0,150.55,0,Check-Out,Luxo
3,0.0,1,2,BB,0,D,20,2017,June,12,Online TA,0,0,0,179.0,1,Check-Out,Luxo
2,0.0,2,2,BB,0,D,24,2017,June,11,Online TA,0,0,0,105.64,1,Check-Out,Premium
2,0.0,1,2,BB,1,E,47,2017,June,12,Direct,0,0,0,213.0,0,Check-Out,Luxo
2,0.0,1,2,BB,0,A,39,2017,June,12,Offline TA/TO,0,0,0,99.0,1,Check-Out,Premium
2,0.0,0,1,BB,0,D,15,2017,June,14,Online TA,0,0,0,150.0,2,Check-Out,Luxo
2,0.0,2,5,BB,0,D,88,2017,June,8,Online TA,0,0,0,153.0,1,Check-Out,Luxo
2,0.0,2,2,SC,0,A,47,2017,June,11,Online TA,0,0,0,140.0,1,Check-Out,Luxo
2,0.0,0,2,BB,0,D,3,2017,June,13,Online TA,0,0,0,190.0,1,Check-Out,Luxo
2,0.0,2,2,BB,0,D,11,2017,June,11,Online TA,0,0,0,150.0,1,Check-Out,Luxo
2,0.0,0,2,BB,0,D,46,2017,June,13,Online TA,0,0,0,150.0,2,Check-Out,Luxo
3,0.0,2,2,BB,0,D,36,2017,June,11,Online TA,0,0,0,185.0,1,Check-Out,Luxo
3,0.0,2,2,BB,0,D,147,2017,June,11,Online TA,0,0,0,190.8,0,Check-Out,Luxo
3,0.0,0,1,BB,0,D,115,2017,June,14,Online TA,0,0,0,198.0,1,Check-Out,Luxo
2,0.0,0,3,BB,0,A,57,2017,June,13,Offline TA/TO,0,0,0,89.1,0,Check-Out,Padrão
2,0.0,2,3,BB,0,A,44,2017,June,11,Direct,0,0,0,108.0,0,Check-Out,Premium
1,0.0,1,3,SC,0,A,46,2017,June,12,Online TA,0,0,0,120.0,0,Check-Out,Premium
2,1.0,1,3,BB,0,A,79,2017,June,12,Offline TA/TO,0,0,0,111.6,0,Check-Out,Premium
2,1.0,0,1,HB,0,D,45,2017,June,15,Online TA,0,0,0,163.88,1,Check-Out,Luxo
2,0.0,1,3,BB,0,E,27,2017,June,12,Online TA,0,0,0,181.75,1,Check-Out,Luxo
1,0.0,1,3,BB,0,A,27,2017,June,12,Online TA,0,0,0,131.75,1,Check-Out,Premium
2,0.0,1,3,BB,0,A,147,2017,June,12,Offline TA/TO,0,0,0,89.1,0,Check-Out,Padrão
2,0.0,0,2,BB,0,A,195,2017,June,14,Direct,0,0,0,126.0,0,Check-Out,Premium
2,0.0,0,2,BB,0,A,37,2017,June,14,Direct,0,0,0,130.0,0,Check-Out,Premium
2,0.0,0,2,SC,0,A,101,2017,June,14,Online TA,0,0,0,100.8,1,Check-Out,Premium
2,0.0,1,3,BB,0,A,84,2017,June,12,Offline TA/TO,0,0,0,89.1,0,Check-Out,Padrão
1,0.0,2,4,BB,0,A,35,2017,June,10,Online TA,0,0,0,141.33,1,Check-Out,Luxo
2,0.0,1,3,BB,0,D,77,2017,June,12,Offline TA/TO,0,0,0,98.1,0,Check-Out,Padrão
1,0.0,0,1,SC,0,A,3,2017,June,15,Online TA,0,0,0,160.0,1,Check-Out,Luxo
2,0.0,0,3,SC,0,A,73,2017,June,13,Online TA,0,0,0,140.0,2,Check-Out,Luxo
2,0.0,1,3,SC,0,A,27,2017,June,12,Online TA,0,0,0,121.75,2,Check-Out,Premium
2,0.0,2,3,BB,0,A,142,2017,June,11,Offline TA/TO,0,0,0,85.0,0,Check-Out,Padrão
2,0.0,0,1,SC,0,A,79,2017,June,15,Online TA,0,0,0,100.8,0,Check-Out,Premium
2,0.0,0,3,BB,0,A,147,2017,June,13,Offline TA/TO,0,0,0,85.0,0,Check-Out,Padrão
2,0.0,0,3,BB,0,A,41,2017,June,13,Online TA,0,0,0,106.4,1,Check-Out,Premium
2,0.0,0,1,BB,0,A,92,2017,June,15,Offline TA/TO,0,0,0,89.1,0,Check-Out,Padrão
2,0.0,2,3,BB,0,A,32,2017,June,11,Offline TA/TO,0,0,0,108.0,0,Check-Out,Premium
2,0.0,0,2,BB,0,A,83,2017,June,14,Direct,0,0,0,146.0,2,Check-Out,Luxo
2,0.0,1,3,BB,0,A,42,2017,June,12,Online TA,0,0,0,140.0,1,Check-Out,Luxo
3,0.0,1,3,BB,0,D,155,2017,June,12,Online TA,0,0,0,182.75,0,Check-Out,Luxo
3,0.0,1,3,BB,0,D,167,2017,June,12,Online TA,0,0,0,182.75,2,Check-Out,Luxo
2,0.0,0,2,BB,0,A,82,2017,June,14,Online TA,0,0,0,112.0,1,Check-Out,Premium
2,0.0,0,3,BB,0,A,36,2017,June,13,Direct,0,0,0,139.5,0,Check-Out,Luxo
2,0.0,0,3,BB,1,A,36,2017,June,13,Direct,0,0,0,139.5,0,Check-Out,Luxo
2,0.0,1,3,BB,0,A,47,2017,June,12,Offline TA/TO,0,0,0,89.1,0,Check-Out,Padrão
2,0.0,1,3,BB,0,A,51,2017,June,12,Offline TA/TO,0,0,0,89.1,0,Check-Out,Padrão
2,0.0,1,3,HB,0,A,102,2017,June,12,Offline TA/TO,0,0,0,121.1,0,Check-Out,Premium
1,0.0,0,1,BB,0,A,9,2017,June,15,Direct,0,0,0,144.0,0,Check-Out,Luxo
3,0.0,2,3,BB,0,D,61,2017,June,11,Offline TA/TO,0,0,0,125.1,0,Check-Out,Premium
2,0.0,2,3,BB,0,E,104,2017,June,11,Offline TA/TO,0,0,0,112.5,0,Check-Out,Premium
2,0.0,2,3,BB,0,E,252,2017,June,11,Direct,0,0,0,144.38,0,Check-Out,Luxo
2,0.0,1,3,BB,0,A,36,2017,June,12,Online TA,0,0,0,140.0,1,Check-Out,Luxo
2,0.0,2,3,BB,0,D,76,2017,June,11,Online TA,0,0,0,153.0,2,Check-Out,Luxo
1,0.0,2,3,BB,0,D,76,2017,June,11,Online TA,0,0,0,148.5,2,Check-Out,Luxo
2,0.0,2,3,BB,0,D,76,2017,June,11,Online TA,0,0,0,153.0,3,Check-Out,Luxo
2,1.0,0,3,HB,0,D,2,2017,June,13,Online TA,0,0,0,182.4,2,Check-Out,Luxo
2,0.0,1,3,BB,0,A,22,2017,June,12,Online TA,0,0,0,107.73,1,Check-Out,Premium
2,0.0,0,1,SC,0,A,38,2017,June,15,Online TA,0,0,0,120.0,2,Check-Out,Premium
2,0.0,1,3,SC,0,A,84,2017,June,12,Online TA,0,0,0,126.0,0,Check-Out,Premium
2,0.0,0,3,BB,0,A,50,2017,June,13,Online TA,0,0,0,160.0,1,Check-Out,Luxo
2,0.0,0,1,BB,0,A,41,2017,June,15,Online TA,0,0,0,112.0,1,Check-Out,Premium
2,0.0,0,2,SC,0,A,0,2017,June,14,Direct,0,0,0,160.0,0,Check-Out,Luxo
2,0.0,0,3,BB,0,A,60,2017,June,13,Offline TA/TO,0,0,0,89.1,0,Check-Out,Padrão
3,0.0,1,3,BB,0,G,24,2017,June,12,Online TA,0,0,0,209.4,1,Check-Out,Luxo
2,0.0,2,3,SC,0,A,72,2017,June,11,Online TA,0,0,0,140.0,2,Check-Out,Luxo
2,0.0,0,1,BB,0,D,44,2017,June,15,Online TA,0,0,0,150.0,1,Check-Out,Luxo
2,0.0,0,1,SC,0,A,69,2017,June,15,Offline TA/TO,0,0,0,80.1,0,Check-Out,Padrão
2,0.0,2,3,BB,0,A,137,2017,June,11,Offline TA/TO,0,0,0,89.1,0,Check-Out,Padrão
1,0.0,0,3,BB,0,A,37,2017,June,13,Online TA,0,0,0,130.0,1,Check-Out,Premium
2,0.0,0,3,SC,0,A,79,2017,June,13,Online TA,0,0,0,149.0,1,Check-Out,Luxo
2,0.0,0,2,BB,0,A,54,2017,June,14,Offline TA/TO,0,0,0,89.1,0,Check-Out,Padrão
2,0.0,2,3,BB,0,A,30,2017,June,11,Offline TA/TO,0,0,0,99.0,0,Check-Out,Premium
2,0.0,0,2,BB,0,A,54,2017,June,14,Offline TA/TO,0,0,0,89.1,0,Check-Out,Padrão
3,0.0,1,3,BB,0,D,137,2017,June,12,Online TA,0,0,0,189.0,0,Check-Out,Luxo
2,0.0,0,1,BB,0,F,0,2017,June,15,Direct,0,0,0,109.0,0,Check-Out,Premium
1,0.0,0,2,BB,0,D,8,2017,June,15,Aviation,0,0,0,110.0,0,Check-Out,Premium
2,0.0,0,1,SC,0,A,142,2017,June,16,Online TA,0,0,0,99.0,2,Check-Out,Premium
1,0.0,0,1,BB,0,D,0,2017,June,16,Online TA,0,0,0,100.8,1,Check-Out,Premium
1,0.0,0,1,SC,0,A,226,2017,June,16,Online TA,0,0,0,69.3,0,Check-Out,Econômica
2,0.0,2,5,BB,0,D,230,2017,June,10,Online TA,0,0,0,130.5,1,Check-Out,Premium
2,0.0,0,1,SC,0,A,157,2017,June,16,Online TA,0,0,0,99.0,0,Check-Out,Premium
2,0.0,0,1,BB,0,D,157,2017,June,16,Online TA,0,0,0,130.5,0,Check-Out,Premium
2,0.0,0,2,BB,0,A,45,2017,June,15,Online TA,0,0,0,150.0,1,Check-Out,Luxo
2,0.0,0,3,BB,0,D,96,2017,June,14,Online TA,0,0,0,131.4,1,Check-Out,Premium
1,0.0,0,1,BB,0,A,1,2017,June,16,Online TA,0,0,0,170.0,0,Check-Out,Luxo
2,0.0,0,3,BB,0,A,40,2017,June,14,Groups,0,0,0,112.67,1,Check-Out,Premium
2,0.0,0,4,BB,0,D,205,2017,June,13,Online TA,0,0,0,150.75,2,Check-Out,Luxo
2,0.0,0,3,BB,0,A,219,2017,June,14,Online TA,0,0,0,118.0,1,Check-Out,Premium
1,0.0,0,4,BB,0,A,39,2017,June,13,Groups,0,0,0,80.0,0,Check-Out,Padrão
2,0.0,2,5,HB,0,A,34,2017,June,10,Online TA,0,0,0,151.14,1,Check-Out,Luxo
2,0.0,0,4,BB,0,A,13,2017,June,13,Groups,0,0,0,90.0,1,Check-Out,Padrão
2,0.0,1,4,HB,0,A,35,2017,June,12,Online TA,0,0,0,151.2,2,Check-Out,Luxo
2,0.0,0,3,BB,0,A,161,2017,June,14,Online TA,0,0,0,135.0,0,Check-Out,Luxo
1,0.0,0,2,BB,1,A,145,2017,June,15,Direct,0,0,0,113.88,2,Check-Out,Premium
2,0.0,0,2,BB,1,A,145,2017,June,15,Direct,0,0,0,113.88,2,Check-Out,Premium
1,0.0,0,4,BB,0,A,196,2017,June,13,Online TA,0,0,0,128.25,0,Check-Out,Premium
2,0.0,0,2,BB,0,D,123,2017,June,15,Online TA,0,0,0,139.5,0,Check-Out,Luxo
2,0.0,0,4,BB,0,A,153,2017,June,13,Online TA,0,0,0,137.25,1,Check-Out,Luxo
2,0.0,0,3,BB,0,A,9,2017,June,14,Online TA,0,0,0,144.0,0,Check-Out,Luxo
2,0.0,0,3,HB,0,A,175,2017,June,14,Online TA,0,0,0,171.0,1,Check-Out,Luxo
2,0.0,0,2,SC,0,A,47,2017,June,15,Online TA,0,0,0,130.0,1,Check-Out,Premium
2,0.0,0,2,BB,1,D,57,2017,June,15,Online TA,0,0,0,179.0,3,Check-Out,Luxo
2,0.0,0,3,BB,0,A,175,2017,June,14,Offline TA/TO,0,0,0,89.1,0,Check-Out,Padrão
2,0.0,2,5,BB,0,A,179,2017,June,10,Offline TA/TO,0,0,0,99.0,2,Check-Out,Premium
2,0.0,0,1,BB,0,A,52,2017,June,16,Online TA,0,0,0,160.0,2,Check-Out,Luxo
2,0.0,0,4,BB,0,A,153,2017,June,13,Online TA,0,0,0,137.25,1,Check-Out,Luxo
2,0.0,0,1,BB,0,A,0,2017,June,16,Direct,0,0,0,170.0,1,Check-Out,Luxo
2,1.0,1,4,BB,0,A,27,2017,June,12,Online TA,0,0,0,149.4,2,Check-Out,Luxo
1,0.0,1,4,BB,0,F,0,2017,June,12,Online TA,0,0,0,6.0,0,Check-Out,Econômica
2,1.0,0,3,BB,0,A,13,2017,June,15,Direct,0,0,0,157.33,1,Check-Out,Luxo
1,1.0,0,2,BB,0,A,14,2017,August,11,Direct,1,0,1,130.8,1,Check-Out,Premium
2,0.0,0,4,HB,0,A,41,2017,June,14,Online TA,0,0,0,142.88,1,Check-Out,Luxo
1,0.0,0,1,BB,0,A,0,2017,June,17,Aviation,0,0,0,95.0,0,Check-Out,Padrão
2,0.0,0,4,SC,0,A,278,2017,June,14,Online TA,0,0,0,110.0,2,Check-Out,Premium
2,0.0,0,3,BB,0,A,240,2017,June,15,Offline TA/TO,0,0,0,84.15,0,Check-Out,Padrão
2,0.0,0,4,BB,0,A,44,2017,June,14,Online TA,0,0,0,150.0,2,Check-Out,Luxo
2,0.0,0,3,BB,0,D,218,2017,June,15,Online TA,0,0,0,130.5,1,Check-Out,Premium
3,0.0,0,3,BB,0,D,218,2017,June,15,Online TA,0,0,0,180.5,2,Check-Out,Luxo
2,2.0,0,5,BB,0,F,39,2017,June,13,Online TA,0,0,0,190.4,1,Check-Out,Luxo
2,0.0,0,3,BB,0,A,39,2017,June,15,Online TA,0,0,0,122.67,1,Check-Out,Premium
2,0.0,0,1,SC,0,A,32,2017,June,17,Online TA,0,0,0,160.0,1,Check-Out,Luxo
2,0.0,2,5,BB,0,A,115,2017,June,11,Offline TA/TO,0,0,0,89.1,0,Check-Out,Padrão
1,0.0,0,2,SC,0,A,3,2017,June,16,Online TA,0,0,0,106.28,0,Check-Out,Premium
2,0.0,0,2,SC,0,A,0,2017,June,16,Online TA,0,0,0,124.8,1,Check-Out,Premium
1,0.0,0,2,BB,0,A,39,2017,June,16,Online TA,0,0,0,108.0,0,Check-Out,Premium
2,0.0,0,3,BB,0,A,138,2017,June,15,Online TA,0,0,0,126.0,1,Check-Out,Premium
2,0.0,0,2,BB,0,A,212,2017,June,16,Online TA,0,0,0,117.0,1,Check-Out,Premium
2,0.0,0,4,BB,0,D,218,2017,June,14,Online TA,0,0,0,130.5,3,Check-Out,Premium
2,0.0,0,4,BB,0,A,44,2017,June,14,Online TA,0,0,0,150.0,2,Check-Out,Luxo
2,1.0,0,3,BB,0,A,49,2017,June,15,Online TA,0,0,0,180.0,1,Check-Out,Luxo
2,0.0,0,4,BB,0,A,49,2017,June,14,Online TA,0,0,0,121.6,1,Check-Out,Premium
2,0.0,0,3,SC,0,A,127,2017,June,15,Online TA,0,0,0,108.0,0,Check-Out,Premium
2,0.0,0,1,BB,0,D,40,2017,June,17,Online TA,0,0,0,170.0,1,Check-Out,Luxo
2,0.0,0,3,BB,0,D,196,2017,June,15,Online TA,0,0,0,139.5,1,Check-Out,Luxo
2,0.0,0,3,BB,0,A,38,2017,June,15,Online TA,0,0,0,126.0,0,Check-Out,Premium
2,0.0,0,4,BB,0,D,165,2017,June,14,Online TA,0,0,0,144.0,0,Check-Out,Luxo
2,0.0,0,2,BB,0,A,194,2017,June,16,Online TA,0,0,0,90.09,1,Check-Out,Padrão
3,0.0,0,1,BB,0,D,44,2017,June,17,Online TA,0,0,0,210.0,3,Check-Out,Luxo
2,0.0,0,2,BB,0,A,1,2017,June,16,Online TA,0,0,0,180.0,0,Check-Out,Luxo
2,0.0,0,2,BB,0,D,4,2017,June,16,Online TA,0,0,0,160.0,2,Check-Out,Luxo
2,0.0,0,3,BB,0,D,194,2017,June,15,Online TA,0,0,0,139.5,0,Check-Out,Luxo
2,0.0,2,5,BB,0,A,124,2017,June,11,Online TA,0,0,0,136.29,0,Check-Out,Luxo
2,0.0,0,2,BB,0,A,150,2017,June,16,Online TA,0,0,0,117.0,1,Check-Out,Premium
3,0.0,0,4,HB,0,D,132,2017,June,14,Online TA,0,0,0,209.7,2,Check-Out,Luxo
2,0.0,0,3,BB,1,D,156,2017,June,15,Online TA,0,0,0,148.5,1,Check-Out,Luxo
2,0.0,0,3,BB,0,E,156,2017,June,15,Online TA,0,0,0,162.0,2,Check-Out,Luxo
2,0.0,0,3,BB,0,E,156,2017,June,15,Online TA,0,0,0,162.0,1,Check-Out,Luxo
2,0.0,0,1,SC,0,A,40,2017,June,17,Online TA,0,0,0,140.0,0,Check-Out,Luxo
2,0.0,0,3,SC,0,A,130,2017,June,15,Online TA,0,0,0,108.0,0,Check-Out,Premium
2,0.0,2,5,BB,0,A,43,2017,June,11,Online TA,0,0,0,145.71,1,Check-Out,Luxo
3,0.0,0,3,BB,0,D,38,2017,June,15,Online TA,0,0,0,171.0,0,Check-Out,Luxo
2,0.0,0,3,BB,0,E,115,2017,June,15,Online TA,0,0,0,162.0,0,Check-Out,Luxo
2,0.0,0,3,SC,0,A,136,2017,June,15,Online TA,0,0,0,83.16,0,Check-Out,Padrão
2,0.0,0,2,BB,0,A,126,2017,June,16,Direct,0,0,0,99.0,1,Check-Out,Premium
2,0.0,0,3,SC,0,A,28,2017,June,15,Online TA,0,0,0,80.1,0,Check-Out,Padrão
3,0.0,0,3,BB,0,D,175,2017,June,15,Online TA,0,0,0,175.5,1,Check-Out,Luxo
2,0.0,0,3,BB,0,A,141,2017,June,15,Online TA,0,0,0,126.0,0,Check-Out,Premium
1,0.0,0,3,BB,0,A,141,2017,June,15,Online TA,0,0,0,117.0,0,Check-Out,Premium
2,0.0,0,1,SC,0,A,33,2017,June,17,Online TA,0,0,0,140.0,0,Check-Out,Luxo
2,0.0,0,3,SC,0,A,113,2017,June,15,Offline TA/TO,0,0,0,80.1,2,Check-Out,Padrão
2,0.0,0,1,BB,0,A,5,2017,June,17,Direct,0,0,0,153.0,0,Check-Out,Luxo
2,0.0,0,2,SC,1,A,60,2017,June,16,Online TA,0,0,0,149.0,1,Check-Out,Luxo
3,0.0,0,1,BB,0,D,5,2017,June,17,Direct,0,0,0,215.5,0,Check-Out,Luxo
2,0.0,0,1,HB,0,A,120,2017,June,17,Direct,0,0,0,135.0,4,Check-Out,Luxo
2,0.0,2,0,BB,0,A,121,2017,June,18,Direct,0,0,0,99.0,4,Check-Out,Premium
1,0.0,0,1,SC,0,A,0,2017,June,17,Online TA,0,0,0,160.0,2,Check-Out,Luxo
2,0.0,0,4,SC,0,A,150,2017,June,14,Online TA,0,0,0,82.3,1,Check-Out,Padrão
2,0.0,0,1,BB,0,D,0,2017,June,17,Direct,0,0,0,170.0,0,Check-Out,Luxo
2,0.0,2,6,HB,0,A,40,2017,June,10,Online TA,0,0,0,149.75,1,Check-Out,Luxo
2,0.0,0,2,BB,0,A,1,2017,June,16,Online TA,0,0,0,160.0,1,Check-Out,Luxo
2,0.0,1,0,BB,0,A,1,2017,June,18,Direct,0,0,0,150.0,1,Check-Out,Luxo
2,0.0,0,2,BB,0,D,1,2017,June,16,Online TA,0,0,0,190.0,1,Check-Out,Luxo
2,0.0,0,1,SC,0,A,102,2017,June,17,Online TA,0,0,0,126.0,0,Check-Out,Premium
2,0.0,1,2,SC,0,A,42,2017,June,16,Online TA,0,0,0,140.0,0,Check-Out,Luxo
2,0.0,1,2,SC,0,A,147,2017,June,16,Offline TA/TO,0,0,0,79.2,0,Check-Out,Padrão
2,0.0,1,2,BB,0,A,40,2017,June,16,Online TA,0,0,0,160.0,2,Check-Out,Luxo
2,0.0,1,0,SC,0,A,2,2017,June,18,Direct,0,0,0,160.0,2,Check-Out,Luxo
1,0.0,1,0,BB,0,A,10,2017,June,18,Online TA,0,0,0,136.0,0,Check-Out,Luxo
2,0.0,1,2,SC,0,A,53,2017,June,16,Online TA,0,0,0,140.0,0,Check-Out,Luxo
2,0.0,1,2,BB,0,A,54,2017,June,16,Online TA,0,0,0,160.0,1,Check-Out,Luxo
2,0.0,1,2,BB,0,E,39,2017,June,16,Online TA,0,0,0,153.0,0,Check-Out,Luxo
3,0.0,1,2,SC,0,D,157,2017,June,16,Online TA,0,0,0,148.5,0,Check-Out,Luxo
2,0.0,1,2,BB,0,A,184,2017,June,16,Offline TA/TO,0,0,0,89.1,1,Check-Out,Padrão
2,0.0,1,3,BB,0,A,46,2017,June,15,Direct,0,0,0,145.0,0,Check-Out,Luxo
2,0.0,1,1,HB,0,D,173,2017,June,17,Online TA,0,0,0,133.2,0,Check-Out,Premium
2,2.0,1,1,HB,0,F,173,2017,June,17,Online TA,0,0,0,216.0,0,Check-Out,Luxo
2,0.0,1,2,SC,0,A,38,2017,June,16,Online TA,0,0,0,112.0,1,Check-Out,Premium
2,0.0,1,2,BB,0,A,141,2017,June,16,Offline TA/TO,0,0,0,89.1,0,Check-Out,Padrão
2,0.0,1,2,BB,0,A,141,2017,June,16,Offline TA/TO,0,0,0,89.1,0,Check-Out,Padrão
2,0.0,1,2,BB,0,D,141,2017,June,16,Offline TA/TO,0,0,0,98.1,0,Check-Out,Padrão
2,0.0,1,2,BB,0,D,169,2017,June,16,Online TA,0,0,0,130.5,1,Check-Out,Premium
1,0.0,1,2,BB,0,D,140,2017,June,16,Offline TA/TO,0,0,0,93.6,0,Check-Out,Padrão
1,0.0,1,2,BB,0,D,141,2017,June,16,Offline TA/TO,0,0,0,93.6,0,Check-Out,Padrão
2,0.0,1,2,BB,0,A,132,2017,June,16,Online TA,0,0,0,117.0,0,Check-Out,Premium
2,0.0,1,1,SC,0,A,72,2017,June,17,Online TA,0,0,0,140.0,1,Check-Out,Luxo
2,0.0,1,3,BB,0,A,125,2017,June,15,Offline TA/TO,0,0,0,89.1,1,Check-Out,Padrão
2,0.0,1,2,SC,0,A,40,2017,June,16,Online TA,0,0,0,140.0,1,Check-Out,Luxo
1,1.0,1,2,SC,0,A,40,2017,June,16,Online TA,0,0,0,140.0,2,Check-Out,Luxo
2,1.0,1,1,BB,0,A,9,2017,June,17,Direct,0,0,0,195.0,1,Check-Out,Luxo
2,0.0,1,2,HB,0,A,236,2017,June,16,Online TA,0,0,0,151.2,2,Check-Out,Luxo
3,0.0,1,2,BB,0,D,148,2017,June,16,Online TA,0,0,0,162.0,1,Check-Out,Luxo
1,0.0,1,3,BB,0,D,155,2017,June,15,Online TA,0,0,0,137.25,2,Check-Out,Luxo
2,0.0,1,2,BB,0,A,46,2017,June,16,Online TA,0,0,0,160.0,1,Check-Out,Luxo
1,0.0,1,3,BB,0,D,155,2017,June,15,Online TA,0,0,0,137.25,1,Check-Out,Luxo
2,0.0,1,0,BB,0,D,1,2017,June,18,Direct,0,0,0,150.0,1,Check-Out,Luxo
1,2.0,1,2,BB,0,E,158,2017,June,16,Online TA,0,0,0,153.0,0,Check-Out,Luxo
2,1.0,1,0,BB,0,A,33,2017,June,18,Direct,0,0,0,164.0,2,Check-Out,Luxo
2,0.0,2,5,BB,0,A,133,2017,June,12,Online TA,0,0,0,132.43,0,Check-Out,Premium
2,0.0,1,5,BB,0,D,213,2017,June,13,Direct,0,0,0,121.5,0,Check-Out,Premium
1,0.0,1,5,BB,0,A,216,2017,June,13,Online TA,0,0,0,108.0,1,Check-Out,Premium
2,0.0,2,5,BB,0,D,129,2017,June,12,Online TA,0,0,0,149.0,0,Check-Out,Luxo
1,0.0,2,5,BB,0,A,116,2017,June,12,Online TA,0,0,0,123.43,0,Check-Out,Premium
2,0.0,2,5,BB,0,A,129,2017,June,12,Online TA,0,0,0,132.43,0,Check-Out,Premium
3,0.0,1,3,BB,0,D,246,2017,June,15,Offline TA/TO,0,0,0,119.52,0,Check-Out,Premium
2,0.0,1,4,BB,0,A,53,2017,June,14,Direct,0,0,0,126.0,1,Check-Out,Premium
2,0.0,1,3,BB,0,A,3,2017,June,15,Online TA,0,0,0,177.5,1,Check-Out,Luxo
2,0.0,1,0,BB,0,D,0,2017,June,18,Online TA,0,0,0,12.0,0,Check-Out,Econômica
2,0.0,1,0,BB,0,D,3,2017,June,19,Direct,0,0,0,130.0,0,Check-Out,Premium
2,0.0,1,3,SC,0,A,53,2017,June,15,Online TA,0,0,0,140.0,0,Check-Out,Luxo
1,0.0,1,3,BB,0,D,155,2017,June,15,Online TA,0,0,0,137.25,2,Check-Out,Luxo
2,0.0,1,2,BB,0,E,122,2017,June,16,Online TA,0,0,0,153.0,0,Check-Out,Luxo
2,0.0,2,3,BB,0,D,130,2017,June,15,Online TA,0,0,0,131.4,0,Check-Out,Premium
3,0.0,2,1,BB,0,D,114,2017,June,17,Online TA,0,0,0,162.0,0,Check-Out,Luxo
2,0.0,2,0,SC,0,A,72,2017,June,18,Online TA,0,0,0,140.0,1,Check-Out,Luxo
1,0.0,2,0,BB,0,A,10,2017,June,18,Online TA,0,0,0,136.0,0,Check-Out,Luxo
1,0.0,2,0,BB,0,A,11,2017,June,18,Online TA,0,0,0,95.0,0,Check-Out,Padrão
2,0.0,1,0,BB,0,A,3,2017,June,19,Direct,0,0,0,160.0,0,Check-Out,Luxo
2,0.0,0,5,BB,0,A,213,2017,June,20,Online TA,0,0,0,117.0,0,Check-Out,Premium
2,0.0,1,0,BB,0,D,21,2017,June,19,Online TA,0,0,0,150.0,1,Check-Out,Luxo
1,0.0,1,0,BB,0,A,20,2017,June,19,Online TA,0,0,0,94.0,0,Check-Out,Padrão
2,1.0,2,1,BB,0,A,125,2017,June,17,Online TA,0,0,0,135.0,2,Check-Out,Luxo
1,0.0,1,0,BB,0,D,19,2017,June,19,Online TA,0,0,0,137.75,1,Check-Out,Luxo
2,0.0,2,0,BB,0,A,183,2017,June,18,Offline TA/TO,0,0,0,99.0,1,Check-Out,Premium
2,0.0,2,4,SC,0,A,136,2017,June,14,Online TA,0,0,0,79.0,0,Check-Out,Padrão
2,0.0,2,0,BB,0,A,186,2017,June,18,Offline TA/TO,0,0,0,89.1,0,Check-Out,Padrão
2,0.0,2,0,BB,1,A,183,2017,June,18,Offline TA/TO,0,0,0,108.0,1,Check-Out,Premium
2,2.0,2,0,BB,0,G,172,2017,June,18,Online TA,0,0,0,219.46,1,Check-Out,Luxo
2,0.0,2,1,HB,1,D,177,2017,June,17,Online TA,0,0,0,175.5,0,Check-Out,Luxo
2,0.0,2,1,BB,0,A,123,2017,June,17,Online TA,0,0,0,105.3,0,Check-Out,Premium
2,0.0,2,1,BB,0,A,123,2017,June,17,Online TA,0,0,0,105.3,1,Check-Out,Premium
2,0.0,2,1,SC,0,A,91,2017,June,17,Online TA,0,0,0,113.4,1,Check-Out,Premium
3,0.0,2,0,BB,0,D,137,2017,June,18,Online TA,0,0,0,127.8,1,Check-Out,Premium
3,0.0,2,4,HB,0,E,135,2017,June,14,Online TA,0,0,0,198.0,3,Check-Out,Luxo
2,0.0,4,5,HB,0,D,95,2017,June,11,Online TA,0,0,0,187.2,3,Check-Out,Luxo
2,0.0,2,2,BB,0,A,126,2017,June,16,Direct,0,0,0,99.0,0,Check-Out,Premium
2,0.0,2,1,SC,0,A,132,2017,June,17,Online TA,0,0,0,99.0,0,Check-Out,Premium
